site,visit_date,datum,am_date,factor,count,species,alive,dead,uid,geometry,lon_gda94,lat_gda94,alv_prop,ded_prop,total_prop,avg_alive,avg_dead,avg_total,cor_av_liv,cor_av_ded,cor_av_tot
SA3_1_2,2000-10-27,GDA94,20001027,0.25,3,dead,0,10.0,147,POINT (134.4782394503726 -13.53183163264091),134.4782394503726,-13.531831632640914,0.0,0.5552470849528041,0.05296049147336088,0.0,3.3333333333333335,3.3333333333333335,0.0,13.333333333333334,13.333333333333334
SA3_1_2,2000-10-27,GDA94,20001027,0.25,3,E. tetrodonta,11,0.0,148,POINT (134.4782394503726 -13.53183163264091),134.4782394503726,-13.531831632640914,0.06439903986886013,0.0,0.05825654062069696,3.6666666666666665,0.0,3.6666666666666665,0.9166666666666666,0.0,0.9166666666666666
SA3_1_2,2000-10-27,GDA94,20001027,0.25,3,Eucalyptus tectifica,4,0.0,149,POINT (134.4782394503726 -13.53183163264091),134.4782394503726,-13.531831632640914,0.023417832679585502,0.0,0.021184196589344347,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
SA2_2_2,2000-10-26,GDA94,20001026,0.25,3,Eucalyptus tectifica,6,0.0,150,POINT (133.7604248901059 -14.15828479360538),133.76042489010592,-14.158284793605377,0.03512674901937826,0.0,0.03177629488401652,2.0,0.0,2.0,0.5,0.0,0.5
SA2_2_2,2000-10-26,GDA94,20001026,0.25,3,others,3,0.0,151,POINT (133.7604248901059 -14.15828479360538),133.76042489010592,-14.158284793605377,0.01756337450968913,0.0,0.01588814744200826,1.0,0.0,1.0,0.25,0.0,0.25
SA2_2_2,2000-10-26,GDA94,20001026,0.25,3,dead,0,31.0,152,POINT (133.7604248901059 -14.15828479360538),133.76042489010592,-14.158284793605377,0.0,1.7212659633536922,0.16417752356741872,0.0,10.333333333333334,10.333333333333334,0.0,41.333333333333336,41.333333333333336
SA2_2_2,2000-10-26,GDA94,20001026,0.25,3,Brachychiton diversifolius,1,0.0,153,POINT (133.7604248901059 -14.15828479360538),133.76042489010592,-14.158284793605377,0.0058544581698963755,0.0,0.005296049147336087,0.3333333333333333,0.0,0.3333333333333333,0.08333333333333333,0.0,0.08333333333333333
SA2_2_2,2000-10-26,GDA94,20001026,0.25,3,Eucalyptus terminalis,6,0.0,154,POINT (133.7604248901059 -14.15828479360538),133.76042489010592,-14.158284793605377,0.03512674901937826,0.0,0.03177629488401652,2.0,0.0,2.0,0.5,0.0,0.5
SA2_1_2,2000-10-26,GDA94,20001026,0.25,3,Brachychiton diversifolius,5,0.0,155,POINT (133.7596532633361 -14.15877800443564),133.75965326333608,-14.158778004435643,0.02927229084948188,0.0,0.02648024573668044,1.6666666666666667,0.0,1.6666666666666667,0.4166666666666667,0.0,0.4166666666666667
SA2_1_2,2000-10-26,GDA94,20001026,0.25,3,Eucalyptus tectifica,9,0.0,156,POINT (133.7596532633361 -14.15877800443564),133.75965326333608,-14.158778004435643,0.052690123529067386,0.0,0.047664442326024785,3.0,0.0,3.0,0.75,0.0,0.75
SA2_1_2,2000-10-26,GDA94,20001026,0.25,3,Eucalyptus terminalis,7,0.0,157,POINT (133.7596532633361 -14.15877800443564),133.75965326333608,-14.158778004435643,0.04098120718927463,0.0,0.03707234403135261,2.3333333333333335,0.0,2.3333333333333335,0.5833333333333334,0.0,0.5833333333333334
SA2_1_2,2000-10-26,GDA94,20001026,0.25,3,dead,0,19.0,158,POINT (133.7596532633361 -14.15877800443564),133.75965326333608,-14.158778004435643,0.0,1.0549694614103275,0.10062493379938565,0.0,6.333333333333333,6.333333333333333,0.0,25.333333333333332,25.333333333333332
SA2_1_2,2000-10-26,GDA94,20001026,0.25,3,Gardenia megasperma,2,0.0,159,POINT (133.7596532633361 -14.15877800443564),133.75965326333608,-14.158778004435643,0.011708916339792751,0.0,0.010592098294672173,0.6666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666
SA1_2_2,2000-10-25,GDA94,20001025,0.5,3,E. miniata,7,0.0,160,POINT (133.4368576225541 -14.25238777941093),133.43685762255407,-14.252387779410931,0.04098120718927463,0.0,0.03707234403135261,2.3333333333333335,0.0,2.3333333333333335,1.1666666666666667,0.0,1.1666666666666667
SA1_2_2,2000-10-25,GDA94,20001025,0.5,3,E. tetrodonta,16,0.0,161,POINT (133.4368576225541 -14.25238777941093),133.43685762255407,-14.252387779410931,0.09367133071834201,0.0,0.08473678635737739,5.333333333333333,0.0,5.333333333333333,2.6666666666666665,0.0,2.6666666666666665
SA1_2_2,2000-10-25,GDA94,20001025,0.5,3,Corymbia bleeseri,9,0.0,162,POINT (133.4368576225541 -14.25238777941093),133.43685762255407,-14.252387779410931,0.052690123529067386,0.0,0.047664442326024785,3.0,0.0,3.0,1.5,0.0,1.5
SA1_2_2,2000-10-25,GDA94,20001025,0.5,3,others,4,0.0,163,POINT (133.4368576225541 -14.25238777941093),133.43685762255407,-14.252387779410931,0.023417832679585502,0.0,0.021184196589344347,1.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666
SA1_2_2,2000-10-25,GDA94,20001025,0.5,3,dead,0,7.0,164,POINT (133.4368576225541 -14.25238777941093),133.43685762255407,-14.252387779410931,0.0,0.3886729594669628,0.03707234403135261,0.0,2.3333333333333335,2.3333333333333335,0.0,4.666666666666667,4.666666666666667
SA1_1_2,2000-10-25,GDA94,20001025,0.5,3,Corymbia bleeseri,14,0.0,165,POINT (133.4376732199468 -14.2523750452102),133.43767321994682,-14.252375045210195,0.08196241437854926,0.0,0.07414468806270522,4.666666666666667,0.0,4.666666666666667,2.3333333333333335,0.0,2.3333333333333335
SA1_1_2,2000-10-25,GDA94,20001025,0.5,3,Eucalyptus sp.,3,0.0,166,POINT (133.4376732199468 -14.2523750452102),133.43767321994682,-14.252375045210195,0.01756337450968913,0.0,0.01588814744200826,1.0,0.0,1.0,0.5,0.0,0.5
SA1_1_2,2000-10-25,GDA94,20001025,0.5,3,E. tetrodonta,15,0.0,167,POINT (133.4376732199468 -14.2523750452102),133.43767321994682,-14.252375045210195,0.08781687254844564,0.0,0.07944073721004132,5.0,0.0,5.0,2.5,0.0,2.5
SA1_1_2,2000-10-25,GDA94,20001025,0.5,3,others,3,0.0,168,POINT (133.4376732199468 -14.2523750452102),133.43767321994682,-14.252375045210195,0.01756337450968913,0.0,0.01588814744200826,1.0,0.0,1.0,0.5,0.0,0.5
SA1_1_2,2000-10-25,GDA94,20001025,0.5,3,dead,0,4.0,169,POINT (133.4376732199468 -14.2523750452102),133.43767321994682,-14.252375045210195,0.0,0.22209883398112162,0.021184196589344347,0.0,1.3333333333333333,1.3333333333333333,0.0,2.6666666666666665,2.6666666666666665
SA1_1_2,2000-10-25,GDA94,20001025,0.5,3,E. miniata,10,0.0,170,POINT (133.4376732199468 -14.2523750452102),133.43767321994682,-14.252375045210195,0.05854458169896376,0.0,0.05296049147336088,3.3333333333333335,0.0,3.3333333333333335,1.6666666666666667,0.0,1.6666666666666667
KAK5_2_2,2000-09-20,GDA94,20000920,0.5,3,E. miniata,73,0.0,243,POINT (132.6378115217715 -12.87043868387988),132.63781152177148,-12.870438683879883,0.42737544640243547,0.0,0.3866115877555344,24.333333333333332,0.0,24.333333333333332,12.166666666666666,0.0,12.166666666666666
KAK5_2_2,2000-09-20,GDA94,20000920,0.5,3,Corymbia bleeseri,10,0.0,244,POINT (132.6378115217715 -12.87043868387988),132.63781152177148,-12.870438683879883,0.05854458169896376,0.0,0.05296049147336088,3.3333333333333335,0.0,3.3333333333333335,1.6666666666666667,0.0,1.6666666666666667
KAK5_2_2,2000-09-20,GDA94,20000920,0.5,3,others,29,0.0,245,POINT (132.6378115217715 -12.87043868387988),132.63781152177148,-12.870438683879883,0.1697792869269949,0.0,0.15358542527274655,9.666666666666666,0.0,9.666666666666666,4.833333333333333,0.0,4.833333333333333
KAK5_2_2,2000-09-20,GDA94,20000920,0.5,3,dead,0,9.0,246,POINT (132.6378115217715 -12.87043868387988),132.63781152177148,-12.870438683879883,0.0,0.4997223764575236,0.047664442326024785,0.0,3.0,3.0,0.0,6.0,6.0
KAK5_2_2,2000-09-20,GDA94,20000920,0.5,3,E. tetrodonta,22,0.0,247,POINT (132.6378115217715 -12.87043868387988),132.63781152177148,-12.870438683879883,0.12879807973772026,0.0,0.11651308124139392,7.333333333333333,0.0,7.333333333333333,3.6666666666666665,0.0,3.6666666666666665
KAK5_2_2,2000-09-20,GDA94,20000920,0.5,3,Corymbia porrecta,11,0.0,248,POINT (132.6378115217715 -12.87043868387988),132.63781152177148,-12.870438683879883,0.06439903986886013,0.0,0.05825654062069696,3.6666666666666665,0.0,3.6666666666666665,1.8333333333333333,0.0,1.8333333333333333
KAK5_1_2,2000-09-20,GDA94,20000920,0.5,3,E. tetrodonta,30,0.0,249,POINT (132.6369196151146 -12.87028606854465),132.63691961511464,-12.870286068544653,0.17563374509689128,0.0,0.15888147442008263,10.0,0.0,10.0,5.0,0.0,5.0
KAK5_1_2,2000-09-20,GDA94,20000920,0.5,3,Corymbia bleeseri,23,0.0,250,POINT (132.6369196151146 -12.87028606854465),132.63691961511464,-12.870286068544653,0.13465253790761664,0.0,0.12180913038873001,7.666666666666667,0.0,7.666666666666667,3.8333333333333335,0.0,3.8333333333333335
KAK5_1_2,2000-09-20,GDA94,20000920,0.5,3,E. miniata,37,0.0,251,POINT (132.6369196151146 -12.87028606854465),132.63691961511464,-12.870286068544653,0.2166149522861659,0.0,0.19595381845143525,12.333333333333334,0.0,12.333333333333334,6.166666666666667,0.0,6.166666666666667
KAK5_1_2,2000-09-20,GDA94,20000920,0.5,3,others,19,0.0,252,POINT (132.6369196151146 -12.87028606854465),132.63691961511464,-12.870286068544653,0.11123470522803114,0.0,0.10062493379938565,6.333333333333333,0.0,6.333333333333333,3.1666666666666665,0.0,3.1666666666666665
KAK5_1_2,2000-09-20,GDA94,20000920,0.5,3,dead,0,7.0,253,POINT (132.6369196151146 -12.87028606854465),132.63691961511464,-12.870286068544653,0.0,0.3886729594669628,0.03707234403135261,0.0,2.3333333333333335,2.3333333333333335,0.0,4.666666666666667,4.666666666666667
KAK5_1_2,2000-09-20,GDA94,20000920,0.5,3,Corymbia porrecta,11,0.0,254,POINT (132.6369196151146 -12.87028606854465),132.63691961511464,-12.870286068544653,0.06439903986886013,0.0,0.05825654062069696,3.6666666666666665,0.0,3.6666666666666665,1.8333333333333333,0.0,1.8333333333333333
KAK4_2_2,2000-09-20,GDA94,20000920,0.5,3,E. miniata,59,0.0,255,POINT (132.7947389964923 -12.82020703118966),132.79473899649233,-12.820207031189659,0.3454130320238862,0.0,0.31246689969282915,19.666666666666668,0.0,19.666666666666668,9.833333333333334,0.0,9.833333333333334
KAK4_2_2,2000-09-20,GDA94,20000920,0.5,3,E. tetrodonta,50,0.0,256,POINT (132.7947389964923 -12.82020703118966),132.79473899649233,-12.820207031189659,0.2927229084948188,0.0,0.26480245736680436,16.666666666666668,0.0,16.666666666666668,8.333333333333334,0.0,8.333333333333334
KAK4_2_2,2000-09-20,GDA94,20000920,0.5,3,others,20,0.0,257,POINT (132.7947389964923 -12.82020703118966),132.79473899649233,-12.820207031189659,0.11708916339792752,0.0,0.10592098294672175,6.666666666666667,0.0,6.666666666666667,3.3333333333333335,0.0,3.3333333333333335
KAK4_2_2,2000-09-20,GDA94,20000920,0.5,3,dead,0,24.0,258,POINT (132.7947389964923 -12.82020703118966),132.79473899649233,-12.820207031189659,0.0,1.3325930038867295,0.1271051795360661,0.0,8.0,8.0,0.0,16.0,16.0
KAK4_2_2,2000-09-20,GDA94,20000920,0.5,3,Corymbia porrecta,6,0.0,259,POINT (132.7947389964923 -12.82020703118966),132.79473899649233,-12.820207031189659,0.03512674901937826,0.0,0.03177629488401652,2.0,0.0,2.0,1.0,0.0,1.0
KAK4_1_2,2000-09-20,GDA94,20000920,0.5,3,E. tetrodonta,69,0.0,260,POINT (132.7955291596859 -12.82041246376781),132.79552915968586,-12.82041246376781,0.40395761372285,0.0,0.36542739116619,23.0,0.0,23.0,11.5,0.0,11.5
KAK4_1_2,2000-09-20,GDA94,20000920,0.5,3,E. miniata,21,0.0,261,POINT (132.7955291596859 -12.82041246376781),132.79552915968586,-12.82041246376781,0.12294362156782389,0.0,0.11121703209405784,7.0,0.0,7.0,3.5,0.0,3.5
KAK4_1_2,2000-09-20,GDA94,20000920,0.5,3,Corymbia porrecta,21,0.0,262,POINT (132.7955291596859 -12.82041246376781),132.79552915968586,-12.82041246376781,0.12294362156782389,0.0,0.11121703209405784,7.0,0.0,7.0,3.5,0.0,3.5
KAK4_1_2,2000-09-20,GDA94,20000920,0.5,3,others,23,0.0,263,POINT (132.7955291596859 -12.82041246376781),132.79552915968586,-12.82041246376781,0.13465253790761664,0.0,0.12180913038873001,7.666666666666667,0.0,7.666666666666667,3.8333333333333335,0.0,3.8333333333333335
KAK4_1_2,2000-09-20,GDA94,20000920,0.5,3,dead,0,9.0,264,POINT (132.7955291596859 -12.82041246376781),132.79552915968586,-12.82041246376781,0.0,0.4997223764575236,0.047664442326024785,0.0,3.0,3.0,0.0,6.0,6.0
KAK4_1_2,2000-09-20,GDA94,20000920,0.5,3,E. chlorostachys,10,0.0,265,POINT (132.7955291596859 -12.82041246376781),132.79552915968586,-12.82041246376781,0.05854458169896376,0.0,0.05296049147336088,3.3333333333333335,0.0,3.3333333333333335,1.6666666666666667,0.0,1.6666666666666667
KAK3_1_2,2000-09-20,GDA94,20000920,0.5,3,E. tetrodonta,43,0.0,266,POINT (132.812882914126 -12.68592642598196),132.81288291412602,-12.68592642598196,0.2517417013055442,0.0,0.22773011333545173,14.333333333333334,0.0,14.333333333333334,7.166666666666667,0.0,7.166666666666667
KAK3_1_2,2000-09-20,GDA94,20000920,0.5,3,Corymbia bleeseri,5,0.0,267,POINT (132.812882914126 -12.68592642598196),132.81288291412602,-12.68592642598196,0.02927229084948188,0.0,0.02648024573668044,1.6666666666666667,0.0,1.6666666666666667,0.8333333333333334,0.0,0.8333333333333334
KAK3_1_2,2000-09-20,GDA94,20000920,0.5,3,others,38,0.0,268,POINT (132.812882914126 -12.68592642598196),132.81288291412602,-12.68592642598196,0.22246941045606228,0.0,0.2012498675987713,12.666666666666666,0.0,12.666666666666666,6.333333333333333,0.0,6.333333333333333
KAK3_1_2,2000-09-20,GDA94,20000920,0.5,3,dead,0,11.0,269,POINT (132.812882914126 -12.68592642598196),132.81288291412602,-12.68592642598196,0.0,0.6107717934480844,0.05825654062069696,0.0,3.6666666666666665,3.6666666666666665,0.0,7.333333333333333,7.333333333333333
KAK3_1_2,2000-09-20,GDA94,20000920,0.5,3,Corymbia porrecta,3,0.0,270,POINT (132.812882914126 -12.68592642598196),132.81288291412602,-12.68592642598196,0.01756337450968913,0.0,0.01588814744200826,1.0,0.0,1.0,0.5,0.0,0.5
KAK3_2_2,2000-09-20,GDA94,20000920,0.5,3,E. tetrodonta,53,0.0,271,POINT (132.8136198747058 -12.68585116213091),132.81361987470584,-12.685851162130911,0.3102862830045079,0.0,0.28069060480881264,17.666666666666668,0.0,17.666666666666668,8.833333333333334,0.0,8.833333333333334
KAK3_2_2,2000-09-20,GDA94,20000920,0.5,3,others,39,0.0,272,POINT (132.8136198747058 -12.68585116213091),132.81361987470584,-12.685851162130911,0.2283238686259587,0.0,0.2065459167461074,13.0,0.0,13.0,6.5,0.0,6.5
KAK3_2_2,2000-09-20,GDA94,20000920,0.5,3,dead,0,12.0,273,POINT (132.8136198747058 -12.68585116213091),132.81361987470584,-12.685851162130911,0.0,0.6662965019433648,0.06355258976803305,0.0,4.0,4.0,0.0,8.0,8.0
KAK3_2_2,2000-09-20,GDA94,20000920,0.5,3,Corymbia bleeseri,10,0.0,274,POINT (132.8136198747058 -12.68585116213091),132.81361987470584,-12.685851162130911,0.05854458169896376,0.0,0.05296049147336088,3.3333333333333335,0.0,3.3333333333333335,1.6666666666666667,0.0,1.6666666666666667
KAK3_2_2,2000-09-20,GDA94,20000920,0.5,3,Melaleuca viridiflora,4,0.0,275,POINT (132.8136198747058 -12.68585116213091),132.81361987470584,-12.685851162130911,0.023417832679585502,0.0,0.021184196589344347,1.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666
KAK2_2_2,2000-09-19,GDA94,20000919,0.5,3,Corymbia bleeseri,35,0.0,276,POINT (132.6552186269663 -12.79585002101868),132.65521862696627,-12.79585002101868,0.20490603594637313,0.0,0.18536172015676305,11.666666666666666,0.0,11.666666666666666,5.833333333333333,0.0,5.833333333333333
KAK2_2_2,2000-09-19,GDA94,20000919,0.5,3,others,43,0.0,277,POINT (132.6552186269663 -12.79585002101868),132.65521862696627,-12.79585002101868,0.2517417013055442,0.0,0.22773011333545173,14.333333333333334,0.0,14.333333333333334,7.166666666666667,0.0,7.166666666666667
KAK2_2_2,2000-09-19,GDA94,20000919,0.5,3,dead,0,12.0,278,POINT (132.6552186269663 -12.79585002101868),132.65521862696627,-12.79585002101868,0.0,0.6662965019433648,0.06355258976803305,0.0,4.0,4.0,0.0,8.0,8.0
KAK2_2_2,2000-09-19,GDA94,20000919,0.5,3,E. miniata,45,0.0,279,POINT (132.6552186269663 -12.79585002101868),132.65521862696627,-12.79585002101868,0.26345061764533695,0.0,0.23832221163012393,15.0,0.0,15.0,7.5,0.0,7.5
KAK2_1_2,2000-09-19,GDA94,20000919,0.5,3,Corymbia bleeseri,50,0.0,280,POINT (132.6544904120405 -12.79594293327966),132.6544904120405,-12.795942933279663,0.2927229084948188,0.0,0.26480245736680436,16.666666666666668,0.0,16.666666666666668,8.333333333333334,0.0,8.333333333333334
KAK2_1_2,2000-09-19,GDA94,20000919,0.5,3,Corymbia sp.,13,0.0,281,POINT (132.6544904120405 -12.79594293327966),132.6544904120405,-12.795942933279663,0.07610795620865289,0.0,0.06884863891536913,4.333333333333333,0.0,4.333333333333333,2.1666666666666665,0.0,2.1666666666666665
KAK2_1_2,2000-09-19,GDA94,20000919,0.5,3,others,15,0.0,282,POINT (132.6544904120405 -12.79594293327966),132.6544904120405,-12.795942933279663,0.08781687254844564,0.0,0.07944073721004132,5.0,0.0,5.0,2.5,0.0,2.5
KAK2_1_2,2000-09-19,GDA94,20000919,0.5,3,dead,0,10.0,283,POINT (132.6544904120405 -12.79594293327966),132.6544904120405,-12.795942933279663,0.0,0.5552470849528041,0.05296049147336088,0.0,3.3333333333333335,3.3333333333333335,0.0,6.666666666666667,6.666666666666667
KAK1_1_2,2000-09-19,GDA94,20000919,0.5,3,E. tetrodonta,56,0.0,284,POINT (132.4293382307076 -12.97208353182029),132.42933823070763,-12.972083531820287,0.32784965751419703,0.0,0.29657875225082087,18.666666666666668,0.0,18.666666666666668,9.333333333333334,0.0,9.333333333333334
KAK1_1_2,2000-09-19,GDA94,20000919,0.5,3,E. chlorostachys,15,0.0,285,POINT (132.4293382307076 -12.97208353182029),132.42933823070763,-12.972083531820287,0.08781687254844564,0.0,0.07944073721004132,5.0,0.0,5.0,2.5,0.0,2.5
KAK1_1_2,2000-09-19,GDA94,20000919,0.5,3,others,58,0.0,286,POINT (132.4293382307076 -12.97208353182029),132.42933823070763,-12.972083531820287,0.3395585738539898,0.0,0.3071708505454931,19.333333333333332,0.0,19.333333333333332,9.666666666666666,0.0,9.666666666666666
KAK1_1_2,2000-09-19,GDA94,20000919,0.5,3,dead,0,12.0,287,POINT (132.4293382307076 -12.97208353182029),132.42933823070763,-12.972083531820287,0.0,0.6662965019433648,0.06355258976803305,0.0,4.0,4.0,0.0,8.0,8.0
KAK1_1_1,2000-09-19,GDA94,20000919,0.5,3,E. tetrodonta,56,0.0,288,POINT (132.4293382307076 -12.97208353182029),132.42933823070763,-12.972083531820287,0.32784965751419703,0.0,0.29657875225082087,18.666666666666668,0.0,18.666666666666668,9.333333333333334,0.0,9.333333333333334
KAK1_1_1,2000-09-19,GDA94,20000919,0.5,3,E. chlorostachys,15,0.0,289,POINT (132.4293382307076 -12.97208353182029),132.42933823070763,-12.972083531820287,0.08781687254844564,0.0,0.07944073721004132,5.0,0.0,5.0,2.5,0.0,2.5
KAK1_1_1,2000-09-19,GDA94,20000919,0.5,3,others,58,0.0,290,POINT (132.4293382307076 -12.97208353182029),132.42933823070763,-12.972083531820287,0.3395585738539898,0.0,0.3071708505454931,19.333333333333332,0.0,19.333333333333332,9.666666666666666,0.0,9.666666666666666
KAK1_1_1,2000-09-19,GDA94,20000919,0.5,3,dead,0,12.0,291,POINT (132.4293382307076 -12.97208353182029),132.42933823070763,-12.972083531820287,0.0,0.6662965019433648,0.06355258976803305,0.0,4.0,4.0,0.0,8.0,8.0
KAK1_2_2,2000-09-19,GDA94,20000919,0.5,3,E. tetrodonta,93,0.0,292,POINT (132.4285166737616 -12.97224706396462),132.42851667376164,-12.972247063964623,0.5444646098003629,0.0,0.49253257070225615,31.0,0.0,31.0,15.5,0.0,15.5
KAK1_2_2,2000-09-19,GDA94,20000919,0.5,3,E. chlorostachys,18,0.0,293,POINT (132.4285166737616 -12.97224706396462),132.42851667376164,-12.972247063964623,0.10538024705813477,0.0,0.09532888465204957,6.0,0.0,6.0,3.0,0.0,3.0
KAK1_2_2,2000-09-19,GDA94,20000919,0.5,3,others,22,0.0,294,POINT (132.4285166737616 -12.97224706396462),132.42851667376164,-12.972247063964623,0.12879807973772026,0.0,0.11651308124139392,7.333333333333333,0.0,7.333333333333333,3.6666666666666665,0.0,3.6666666666666665
KAK1_2_2,2000-09-19,GDA94,20000919,0.5,3,dead,0,5.0,295,POINT (132.4285166737616 -12.97224706396462),132.42851667376164,-12.972247063964623,0.0,0.27762354247640203,0.02648024573668044,0.0,1.6666666666666667,1.6666666666666667,0.0,3.3333333333333335,3.3333333333333335
MK3_1_2,2000-07-27,GDA94,20000727,0.5,3,Eucalyptus sp.,14,0.0,304,POINT (132.1162909335054 -13.65197382009079),132.11629093350535,-13.651973820090792,0.08196241437854926,0.0,0.07414468806270522,4.666666666666667,0.0,4.666666666666667,2.3333333333333335,0.0,2.3333333333333335
MK3_1_2,2000-07-27,GDA94,20000727,0.5,3,dead,0,2.0,305,POINT (132.1162909335054 -13.65197382009079),132.11629093350535,-13.651973820090792,0.0,0.11104941699056081,0.010592098294672173,0.0,0.6666666666666666,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333
MK3_1_2,2000-07-27,GDA94,20000727,0.5,3,others,3,0.0,306,POINT (132.1162909335054 -13.65197382009079),132.11629093350535,-13.651973820090792,0.01756337450968913,0.0,0.01588814744200826,1.0,0.0,1.0,0.5,0.0,0.5
MK3_2_2,2000-07-27,GDA94,20000727,0.5,3,Eucalyptus tectifica,12,0.0,307,POINT (132.1154061817904 -13.65181901949741),132.11540618179043,-13.651819019497408,0.07025349803875652,0.0,0.06355258976803305,4.0,0.0,4.0,2.0,0.0,2.0
MK3_2_2,2000-07-27,GDA94,20000727,0.5,3,dead,0,1.0,308,POINT (132.1154061817904 -13.65181901949741),132.11540618179043,-13.651819019497408,0.0,0.055524708495280406,0.005296049147336087,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
MK3_2_2,2000-07-27,GDA94,20000727,0.5,3,E. miniata,14,0.0,309,POINT (132.1154061817904 -13.65181901949741),132.11540618179043,-13.651819019497408,0.08196241437854926,0.0,0.07414468806270522,4.666666666666667,0.0,4.666666666666667,2.3333333333333335,0.0,2.3333333333333335
MK3_2_2,2000-07-27,GDA94,20000727,0.5,3,Eucalyptus sp.,4,0.0,310,POINT (132.1154061817904 -13.65181901949741),132.11540618179043,-13.651819019497408,0.023417832679585502,0.0,0.021184196589344347,1.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666
MK2_1_2,2000-07-27,GDA94,20000727,0.5,3,Eucalyptus tectifica,22,0.0,311,POINT (132.176135244353 -13.63298089845962),132.17613524435296,-13.63298089845962,0.12879807973772026,0.0,0.11651308124139392,7.333333333333333,0.0,7.333333333333333,3.6666666666666665,0.0,3.6666666666666665
MK2_1_2,2000-07-27,GDA94,20000727,0.5,3,dead,0,4.0,312,POINT (132.176135244353 -13.63298089845962),132.17613524435296,-13.63298089845962,0.0,0.22209883398112162,0.021184196589344347,0.0,1.3333333333333333,1.3333333333333333,0.0,2.6666666666666665,2.6666666666666665
MK2_1_2,2000-07-27,GDA94,20000727,0.5,3,Eucalyptus alba,3,0.0,313,POINT (132.176135244353 -13.63298089845962),132.17613524435296,-13.63298089845962,0.01756337450968913,0.0,0.01588814744200826,1.0,0.0,1.0,0.5,0.0,0.5
MK2_2_2,2000-07-27,GDA94,20000727,0.5,3,Eucalyptus tectifica,37,0.0,314,POINT (132.1759274744528 -13.63259014299544),132.1759274744528,-13.632590142995436,0.2166149522861659,0.0,0.19595381845143525,12.333333333333334,0.0,12.333333333333334,6.166666666666667,0.0,6.166666666666667
MK2_2_2,2000-07-27,GDA94,20000727,0.5,3,Eucalyptus alba,26,0.0,315,POINT (132.1759274744528 -13.63259014299544),132.1759274744528,-13.632590142995436,0.15221591241730578,0.0,0.13769727783073826,8.666666666666666,0.0,8.666666666666666,4.333333333333333,0.0,4.333333333333333
MK2_2_2,2000-07-27,GDA94,20000727,0.5,3,Eucalyptus sp.,9,0.0,316,POINT (132.1759274744528 -13.63259014299544),132.1759274744528,-13.632590142995436,0.052690123529067386,0.0,0.047664442326024785,3.0,0.0,3.0,1.5,0.0,1.5
MK2_2_2,2000-07-27,GDA94,20000727,0.5,3,dead,0,5.0,317,POINT (132.1759274744528 -13.63259014299544),132.1759274744528,-13.632590142995436,0.0,0.27762354247640203,0.02648024573668044,0.0,1.6666666666666667,1.6666666666666667,0.0,3.3333333333333335,3.3333333333333335
MK2_2_2,2000-07-27,GDA94,20000727,0.5,3,E. chlorostachys,8,0.0,318,POINT (132.1759274744528 -13.63259014299544),132.1759274744528,-13.632590142995436,0.046835665359171004,0.0,0.04236839317868869,2.6666666666666665,0.0,2.6666666666666665,1.3333333333333333,0.0,1.3333333333333333
MK13_1_2,2000-08-03,GDA94,20000803,0.25,3,E. tetrodonta,46,0.0,334,POINT (132.081907076545 -15.05205968983618),132.08190707654498,-15.052059689836177,0.2693050758152333,0.0,0.24361826077746002,15.333333333333334,0.0,15.333333333333334,3.8333333333333335,0.0,3.8333333333333335
MK13_1_2,2000-08-03,GDA94,20000803,0.25,3,Eucalyptus sp.,25,0.0,335,POINT (132.081907076545 -15.05205968983618),132.08190707654498,-15.052059689836177,0.1463614542474094,0.0,0.13240122868340218,8.333333333333334,0.0,8.333333333333334,2.0833333333333335,0.0,2.0833333333333335
MK13_1_2,2000-08-03,GDA94,20000803,0.25,3,E. miniata,24,0.0,336,POINT (132.081907076545 -15.05205968983618),132.08190707654498,-15.052059689836177,0.14050699607751305,0.0,0.1271051795360661,8.0,0.0,8.0,2.0,0.0,2.0
MK13_1_2,2000-08-03,GDA94,20000803,0.25,3,others,5,0.0,337,POINT (132.081907076545 -15.05205968983618),132.08190707654498,-15.052059689836177,0.02927229084948188,0.0,0.02648024573668044,1.6666666666666667,0.0,1.6666666666666667,0.4166666666666667,0.0,0.4166666666666667
MK13_1_2,2000-08-03,GDA94,20000803,0.25,3,dead,0,2.0,338,POINT (132.081907076545 -15.05205968983618),132.08190707654498,-15.052059689836177,0.0,0.11104941699056081,0.010592098294672173,0.0,0.6666666666666666,0.6666666666666666,0.0,2.6666666666666665,2.6666666666666665
MK13_2_2,2000-08-03,GDA94,20000803,0.25,3,E. tetrodonta,53,0.0,339,POINT (132.081798093218 -15.05119131839678),132.08179809321803,-15.05119131839678,0.3102862830045079,0.0,0.28069060480881264,17.666666666666668,0.0,17.666666666666668,4.416666666666667,0.0,4.416666666666667
